continent,country,country_name,name,lat,lng,population,capital
AS,IN,India,Chīka,30.04891,76.343,38952,New Delhi
AS,IN,India,Chidambaram,11.39933,79.69144,62153,New Delhi
AS,IN,India,Chicholi,21.46926,79.70151,18864,New Delhi
AS,IN,India,Chhoti Sādri,24.38145,74.7012,18360,New Delhi
AS,IN,India,Chhota Udepur,22.30401,74.0158,25787,New Delhi
AS,IN,India,Chhindwāra,22.05697,78.93958,175052,New Delhi
AS,IN,India,Chhibrāmau,27.14872,79.50078,57071,New Delhi
AS,IN,India,Chhatarpur,28.49849,77.18254,46776,New Delhi
AS,IN,India,Chhatarpur,24.9177,79.58871,142128,New Delhi
AS,IN,India,Chhātāpur,26.21965,87.00479,23425,New Delhi
AS,IN,India,Chhāta,27.72374,77.5081,21260,New Delhi
AS,IN,India,Chharra,27.9247,78.40102,24535,New Delhi
AS,IN,India,Chhaprauli,29.20989,77.17454,19224,New Delhi
AS,IN,India,Chāpra,25.78031,84.74709,202352,New Delhi
AS,IN,India,Chhāpar,27.819,74.43936,19744,New Delhi
AS,IN,India,Chhanerā,21.96097,76.69494,22052,New Delhi
AS,IN,India,Chhala,23.30779,72.77404,17323,New Delhi
AS,IN,India,Chhabra,24.66472,76.84379,32285,New Delhi
AS,IN,India,Chettipālaiyam,10.91248,77.03699,24080,New Delhi
AS,IN,India,Chetput,12.46399,79.3484,19827,New Delhi
AS,IN,India,Chetput,13.07,80.24083,18326,New Delhi
AS,IN,India,Cheranmahadevi,8.67547,77.56957,18327,New Delhi
AS,IN,India,Chennimalai,11.16378,77.60388,16268,New Delhi
AS,IN,India,Chengannūr,9.31575,76.61513,25043,New Delhi
AS,IN,India,Chengam,12.30889,78.79137,26980,New Delhi
AS,IN,India,Chengalpattu,12.69184,79.97661,65689,New Delhi
AS,IN,India,Chavara,8.96727,76.54188,42655,New Delhi
AS,IN,India,Chetwayi,10.52885,76.04793,38011,New Delhi
AS,IN,India,Chaumu,27.16955,75.72226,64417,New Delhi
AS,IN,India,Chaksu,26.6051,75.94814,33432,New Delhi
AS,IN,India,Chhatrapur,19.35574,84.98359,22027,New Delhi
AS,IN,India,Chatrā,24.20645,84.87085,49985,New Delhi
AS,IN,India,Chas,23.63556,86.16712,141640,New Delhi
AS,IN,India,Charthāwal,29.54687,77.59438,19942,New Delhi
AS,IN,India,Charkhi Dādri,28.59166,76.27161,56337,New Delhi
AS,IN,India,Charkhāri,25.40304,79.74877,24881,New Delhi
AS,IN,India,Chāpar,26.27266,90.44556,20322,New Delhi
AS,IN,India,Channarāyapatna,12.90642,76.38775,40417,New Delhi
AS,IN,India,Channapatna,12.65143,77.20672,71942,New Delhi
AS,IN,India,Channagiri,14.02399,75.92577,21313,New Delhi
AS,IN,India,Changanācheri,9.44203,76.53604,51430,New Delhi
AS,IN,India,Chāndor,20.3306,74.24467,25341,New Delhi
AS,IN,India,Chāndūr Bāzār,21.23853,77.74713,18780,New Delhi
AS,IN,India,Chāndūr,20.81408,77.98015,19776,New Delhi
AS,IN,India,Chāndur,19.73444,79.17167,26755,New Delhi
AS,IN,India,Chānda,19.95076,79.29523,328351,New Delhi
AS,IN,India,Chandrakona,22.73333,87.51667,21855,New Delhi
AS,IN,India,Chāndpur,29.13489,78.27187,73555,New Delhi
AS,IN,India,Chandigarh,30.73629,76.7884,970602,New Delhi
AS,IN,India,Chandia,23.65647,80.70911,15891,New Delhi
AS,IN,India,Chanderi,24.71312,78.13809,33081,New Delhi
AS,IN,India,Chanduasi,28.45178,78.78277,112635,New Delhi
AS,IN,India,Chandauli,25.25803,83.26825,25035,New Delhi
AS,IN,India,Chandannagar,22.86225,88.36796,180623,New Delhi
AS,IN,India,Chānasma,23.71472,72.11279,15932,New Delhi
AS,IN,India,Chamrajnagar,11.92312,76.93949,69875,New Delhi
AS,IN,India,Chāmpa,22.03532,82.64234,45256,New Delhi
AS,IN,India,Chamba,32.55531,76.12647,21502,New Delhi
AS,IN,India,Challapalle,16.11756,80.93139,16841,New Delhi
AS,IN,India,Challakere,14.318,76.65165,55194,New Delhi
AS,IN,India,Chalisgaon,20.45781,75.01596,97551,New Delhi
AS,IN,India,Chalāla,21.41073,71.16621,17081,New Delhi
AS,IN,India,Chākuliā,22.48301,86.71793,16306,New Delhi
AS,IN,India,Chakradharpur,22.67611,85.62892,56531,New Delhi
AS,IN,India,Chaklāsi,22.6532,72.94497,39581,New Delhi
AS,IN,India,Chākia,26.41598,85.04665,20686,New Delhi
AS,IN,India,Chākan,18.76059,73.86351,41113,New Delhi
AS,IN,India,Chāībāsa,22.55038,85.80249,69565,New Delhi
AS,IN,India,Chāchaura,24.17583,76.99957,21860,New Delhi
AS,IN,India,Canning,22.31399,88.66508,42132,New Delhi
AS,IN,India,Kannur,11.86752,75.35763,62836,New Delhi
AS,IN,India,Kolkata,22.56263,88.36304,4631392,New Delhi
AS,IN,India,Byādgi,14.67325,75.4868,30014,New Delhi
AS,IN,India,Buxar,25.57548,83.98043,102861,New Delhi
AS,IN,India,Burla,21.50976,83.87259,46698,New Delhi
AS,IN,India,Burhar,23.21494,81.53204,19289,New Delhi
AS,IN,India,Burhānpur,21.30868,76.23026,210886,New Delhi
AS,IN,India,Būndu,23.16095,85.59007,21054,New Delhi
AS,IN,India,Būndi,25.43855,75.63735,104919,New Delhi
AS,IN,India,Buldāna,20.52933,76.18457,67431,New Delhi
AS,IN,India,Bulandshahr,28.40392,77.85773,198612,New Delhi
AS,IN,India,Buguda,19.80806,84.79084,15176,New Delhi
AS,IN,India,Budhlāda,29.92799,75.56205,26172,New Delhi
AS,IN,India,Budhāna,29.28805,77.47534,35442,New Delhi
AS,IN,India,Budaun,28.03811,79.12668,161555,New Delhi
AS,IN,India,Bramhapuri,20.61107,79.86103,36025,New Delhi
AS,IN,India,Brajarajnagar,21.81667,83.91667,80403,New Delhi
AS,IN,India,Brahmapur,19.31151,84.7929,356598,New Delhi
AS,IN,India,Botad,22.16917,71.66671,130327,New Delhi
AS,IN,India,Borsad,22.40788,72.89817,63377,New Delhi
AS,IN,India,Borivli,19.23496,72.85976,609617,New Delhi
AS,IN,India,Borāwar,27.02366,74.67579,24975,New Delhi
AS,IN,India,Bongaigaon,26.47703,90.55815,67322,New Delhi
AS,IN,India,Mumbai,19.07283,72.88261,12691836,New Delhi
AS,IN,India,Bolpur,23.66278,87.69695,70998,New Delhi
AS,IN,India,Bokāro,23.66934,86.15161,564319,New Delhi
AS,IN,India,Bokajān,26.02131,93.77945,19877,New Delhi
AS,IN,India,Boisar,19.80362,72.75598,36151,New Delhi
AS,IN,India,Bodināyakkanūr,10.01171,77.34976,75680,New Delhi
AS,IN,India,Bodh Gaya,24.69808,84.9869,38439,New Delhi
AS,IN,India,Bodhan,18.66208,77.88581,77573,New Delhi
AS,IN,India,Bobbili,18.57366,83.35925,56819,New Delhi
AS,IN,India,Biswān,27.49581,80.99618,52516,New Delhi
AS,IN,India,Bissāu,28.24737,75.07666,23227,New Delhi
AS,IN,India,Bishrāmpur,24.25299,83.92502,42925,New Delhi
AS,IN,India,Bishnupur,23.0738,87.31991,64041,New Delhi
AS,IN,India,Bisauli,28.30772,78.93678,32154,New Delhi
AS,IN,India,Bīsalpur,28.29253,79.80472,68355,New Delhi
AS,IN,India,Bisālgarh,23.67595,91.28325,21085,New Delhi
AS,IN,India,Birūr,13.59723,75.97167,23493,New Delhi
AS,IN,India,Bīrpur,26.50823,87.01194,19932,New Delhi
AS,IN,India,Birmitrapur,22.4,84.76667,33442,New Delhi
AS,IN,India,Beed,18.98921,75.75634,146709,New Delhi
AS,IN,India,Binika,21.02626,83.81197,15765,New Delhi
AS,IN,India,Bindki,26.03613,80.57617,36058,New Delhi
AS,IN,India,Etāwa,24.18351,78.20289,55185,New Delhi
AS,IN,India,Bilthra,26.12705,83.89148,17228,New Delhi
AS,IN,India,Bilsi,28.12941,78.9109,26320,New Delhi
AS,IN,India,Bilsanda,28.24341,79.95135,15538,New Delhi
AS,IN,India,Bilimora,20.76957,72.96134,510879,New Delhi
AS,IN,India,Bilhaur,26.84345,80.06388,19333,New Delhi
AS,IN,India,Bilgrām,27.17509,80.03201,27173,New Delhi
AS,IN,India,Bilgi,16.34714,75.61804,17792,New Delhi
AS,IN,India,Bīlāspur,28.88655,79.2703,39873,New Delhi
AS,IN,India,Bilāspur,22.08005,82.15543,365579,New Delhi
AS,IN,India,Bilāsipāra,26.23285,90.2341,37739,New Delhi
AS,IN,India,Bilāri,28.62146,78.80361,29666,New Delhi
AS,IN,India,Bilāra,26.18067,73.7055,41710,New Delhi
AS,IN,India,Bikramganj,25.21073,84.25508,48465,New Delhi
AS,IN,India,Bikram,25.44708,84.86261,22486,New Delhi
AS,IN,India,Bikaner,28.01762,73.31495,644406,New Delhi
AS,IN,India,Bijnor,29.373,78.13636,84593,New Delhi
AS,IN,India,Bijbehara,33.79378,75.107,24590,New Delhi
AS,IN,India,Bijāwar,24.62351,79.48994,20513,New Delhi
AS,IN,India,Bījāpur,18.79387,80.81599,16129,New Delhi
AS,IN,India,Vijayapura,16.82442,75.71537,327427,New Delhi
AS,IN,India,Bijaipur,26.05052,77.37138,16964,New Delhi
AS,IN,India,Bijaynagar,25.92976,74.64916,32124,New Delhi
AS,IN,India,Bihtā,25.55885,84.87141,47549,New Delhi
AS,IN,India,Bihār Sharīf,25.20084,85.52389,297268,New Delhi
AS,IN,India,Bihārīganj,25.73415,86.98837,32805,New Delhi
AS,IN,India,Bidhūna,26.80172,79.50829,27158,New Delhi
AS,IN,India,Bīdāsar,27.83598,74.31776,35683,New Delhi
AS,IN,India,Bidar,17.90802,77.51524,216020,New Delhi
AS,IN,India,Biaora,23.9205,76.91074,49093,New Delhi
AS,IN,India,Kīl Bhuvanagiri,11.44216,79.64763,21956,New Delhi
AS,IN,India,Boothapandi,8.26586,77.44606,15931,New Delhi
AS,IN,India,Bhusawal,21.04365,75.78506,187421,New Delhi
AS,IN,India,Bhundsi,28.35051,77.06144,17410,New Delhi
AS,IN,India,Bhoom,18.45908,75.65877,18561,New Delhi
AS,IN,India,Bhuj,23.25397,69.66928,148834,New Delhi
AS,IN,India,Bhudgaon,16.90742,74.59954,15738,New Delhi
AS,IN,India,Bhubaneswar,20.27241,85.83385,885363,New Delhi
AS,IN,India,Bhuban,20.88197,85.83334,22200,New Delhi
AS,IN,India,Bhor,18.14861,73.84336,18982,New Delhi
AS,IN,India,Bhopal,23.25469,77.40289,1798218,New Delhi
AS,IN,India,Bhongīr,17.51544,78.88563,53339,New Delhi
AS,IN,India,Bhongaon,27.25515,79.18118,29911,New Delhi
AS,IN,India,Bhokardan,20.2583,75.76997,24416,New Delhi
AS,IN,India,Bhokar,19.21933,77.66962,32899,New Delhi
AS,IN,India,Bhogpur,31.55442,75.64271,18008,New Delhi
AS,IN,India,Bhiwāni,28.79304,76.13968,196057,New Delhi
AS,IN,India,Bhiwandi,19.30023,73.05881,874032,New Delhi
AS,IN,India,Bhitarwār,25.79216,78.11085,19096,New Delhi
AS,IN,India,Bhīnmāl,24.99944,72.27141,47932,New Delhi
AS,IN,India,Bhinga,27.70283,81.9343,22016,New Delhi
AS,IN,India,Bhindār,24.50235,74.18551,17878,New Delhi
AS,IN,India,Bhind,26.56671,78.78728,197585,New Delhi
AS,IN,India,Bhīmunipatnam,17.89017,83.45203,55082,New Delhi
AS,IN,India,Bhimavaram,16.54078,81.52322,146961,New Delhi
AS,IN,India,Bhilwara,25.34707,74.64081,359483,New Delhi
AS,IN,India,Bhiloda,23.7676,73.24704,16074,New Delhi
AS,IN,India,Bhilai,21.20919,81.4285,627734,New Delhi
AS,IN,India,Bhikkiwind Uttār,31.34943,74.70271,20526,New Delhi
AS,IN,India,Bhīkhi,30.05918,75.535,17825,New Delhi
AS,IN,India,Bhikangaon,21.86764,75.96391,16217,New Delhi
AS,IN,India,Bhetia,22.79321,86.14098,174355,New Delhi
AS,IN,India,Bhelai,22.3093,82.60953,27158,New Delhi
AS,IN,India,Bhāyāvadar,21.85523,70.24791,19458,New Delhi
AS,IN,India,Bhayandar,19.30157,72.85107,809378,New Delhi
AS,IN,India,Bhawānipatna,19.90717,83.16697,69045,New Delhi
AS,IN,India,Bhawānīgarh,30.26685,76.03854,22320,New Delhi
AS,IN,India,Bhawāni Mandi,24.41582,75.83552,42283,New Delhi
AS,IN,India,Bhavnagar,21.76287,72.15331,605882,New Delhi
AS,IN,India,Bhavāni,11.44553,77.68215,39744,New Delhi
AS,IN,India,Bhattiprolu,16.1026,80.78074,18001,New Delhi
AS,IN,India,Bhātpāra,22.86643,88.40113,483129,New Delhi
AS,IN,India,Bhatkal,13.98534,74.55531,32000,New Delhi
AS,IN,India,Bathinda,30.20747,74.93893,285788,New Delhi
AS,IN,India,Bhātāpāra,21.735,81.94711,57537,New Delhi
AS,IN,India,Bhusawar,27.03895,77.04849,19946,New Delhi
AS,IN,India,Bharwāri,25.56078,81.49164,16411,New Delhi
AS,IN,India,Bharūch,21.69482,72.9805,169007,New Delhi
AS,IN,India,Bharthana,26.75231,79.2218,41055,New Delhi
AS,IN,India,Bharatpur,27.21731,77.49009,252838,New Delhi
AS,IN,India,Bhānvad,21.93053,69.78081,22142,New Delhi
AS,IN,India,Bhānpurī,21.0919,80.93218,17270,New Delhi
AS,IN,India,Bhānpura,24.513,75.7469,21013,New Delhi
AS,IN,India,Bhanjanagar,19.92719,84.58201,20647,New Delhi
AS,IN,India,Bhānder,25.73581,78.74555,25204,New Delhi
AS,IN,India,Bhandāra,21.16817,79.64885,91845,New Delhi
AS,IN,India,Bhālki,18.04348,77.206,40333,New Delhi
AS,IN,India,Bhaisa,19.11285,77.96336,49764,New Delhi
AS,IN,India,Bhainsdehi,21.64491,77.63023,16400,New Delhi
AS,IN,India,Bhāgalpur,25.24446,86.97183,400146,New Delhi
AS,IN,India,Bhadreswar,22.82449,88.33841,121662,New Delhi
AS,IN,India,Bhadrāvati,13.84846,75.70502,163903,New Delhi
AS,IN,India,Bhadrak,21.05447,86.5156,121338,New Delhi
AS,IN,India,Bhadrāchalam,17.66846,80.88887,50087,New Delhi
AS,IN,India,Bhādra,29.10298,75.17138,40662,New Delhi
AS,IN,India,Bhadohi,25.39526,82.5703,78568,New Delhi
AS,IN,India,Bhadgaon,20.66905,75.22937,37214,New Delhi
AS,IN,India,Bhadaur,30.47651,75.33049,18561,New Delhi
AS,IN,India,Bhādāsar,28.31457,74.28952,33006,New Delhi
AS,IN,India,Bhachāu,23.29858,70.34279,39532,New Delhi
AS,IN,India,Bhabhua,25.04049,83.60749,50179,New Delhi
AS,IN,India,Bhābhar,24.07165,71.59745,21894,New Delhi
AS,IN,India,Beypore,11.17151,75.80611,70751,New Delhi
AS,IN,India,Bewar,27.21869,79.29761,23280,New Delhi
AS,IN,India,Betūl,21.90056,77.90229,103330,New Delhi
AS,IN,India,Bettiah,26.80229,84.50311,132209,New Delhi
AS,IN,India,Betma,22.68653,75.61456,15999,New Delhi
AS,IN,India,Betamcherla,15.45144,78.14797,38994,New Delhi
AS,IN,India,Beri Khās,28.70146,76.57708,16727,New Delhi
AS,IN,India,Berasia,23.63134,77.43351,30951,New Delhi
AS,IN,India,Beohāri,24.02423,81.37831,24545,New Delhi
AS,IN,India,Bemetāra,21.71556,81.53423,28536,New Delhi
AS,IN,India,Belūr,13.16558,75.86519,22484,New Delhi
AS,IN,India,Belsand,26.44365,85.40076,20566,New Delhi
AS,IN,India,Belonia,23.25178,91.45407,19996,New Delhi
AS,IN,India,Ballari,15.14205,76.92398,410445,New Delhi
AS,IN,India,Belagavi,15.85212,74.50447,490045,New Delhi
AS,IN,India,Beldānga,23.93428,88.26018,27489,New Delhi
AS,IN,India,Bela,25.92058,81.99629,73992,New Delhi
AS,IN,India,Behror,27.88832,76.28108,29531,New Delhi
AS,IN,India,Behat,30.1718,77.6139,18223,New Delhi
AS,IN,India,Begusarai,25.41853,86.13389,252008,New Delhi
AS,IN,India,Begūn,24.98333,75.0,20836,New Delhi
AS,IN,India,Begamganj,23.59917,78.34064,34031,New Delhi
AS,IN,India,Bedi,22.50143,70.04363,21327,New Delhi
AS,IN,India,Beāwar,26.10119,74.32028,151152,New Delhi
AS,IN,India,Bāzpur,29.15299,79.10814,23900,New Delhi
AS,IN,India,Bayāna,26.90791,77.28985,38502,New Delhi
AS,IN,India,Bayad,23.2234,73.21491,17886,New Delhi
AS,IN,India,Bawāni Khera,28.94919,76.03108,20289,New Delhi
AS,IN,India,Bawāna,28.7982,77.03431,73680,New Delhi
AS,IN,India,Bāwal,28.07184,76.58312,16776,New Delhi
AS,IN,India,Baud,20.83773,84.32618,20424,New Delhi
AS,IN,India,Batāla,31.80921,75.20294,158621,New Delhi
AS,IN,India,Baswa,27.14955,76.58345,22515,New Delhi
AS,IN,India,Bāsudebpur,21.11974,86.72896,33690,New Delhi
AS,IN,India,Bastī,26.78817,82.71617,115115,New Delhi
AS,IN,India,Basoda,23.85153,77.93652,78289,New Delhi
AS,IN,India,Basni,27.17232,73.64519,29187,New Delhi
AS,IN,India,Basmat,19.32872,77.15746,68846,New Delhi
AS,IN,India,Basi,30.6885,76.40111,20288,New Delhi
AS,IN,India,Basi,30.58813,76.84498,26295,New Delhi
AS,IN,India,Basi,26.8315,76.04856,26029,New Delhi
AS,IN,India,Basavana Bāgevādi,16.57278,75.97252,33198,New Delhi
AS,IN,India,Basavakalyan,17.87445,76.94972,69717,New Delhi
AS,IN,India,Barwāni,22.03232,74.89982,55504,New Delhi
AS,IN,India,Barwāla,29.36747,75.90809,43384,New Delhi
AS,IN,India,Barwāh,22.25394,76.03853,26459,New Delhi
AS,IN,India,Bāruni,25.47509,85.96813,84888,New Delhi
AS,IN,India,Baruipur,22.36544,88.4325,53128,New Delhi
AS,IN,India,Barshi,18.23454,75.69275,118722,New Delhi
AS,IN,India,Barpeta,26.32293,91.00632,48824,New Delhi
AS,IN,India,Barpāli,21.19005,83.58721,20850,New Delhi
AS,IN,India,Baroda,25.5,76.65,18437,New Delhi
AS,IN,India,Chhipa Barod,24.62361,76.70783,18837,New Delhi
AS,IN,India,Barnāla,30.37451,75.5487,116449,New Delhi
AS,IN,India,Barnagar,23.0489,75.37804,36438,New Delhi
AS,IN,India,Bārmer,25.74572,71.39211,96225,New Delhi
AS,IN,India,Barki Saria,24.17594,85.88938,24134,New Delhi
AS,IN,India,Barkā Kānā,23.62118,85.46748,18475,New Delhi
AS,IN,India,Barjala,23.6182,91.35596,17998,New Delhi
AS,IN,India,Bari Sādri,24.41339,74.47331,15713,New Delhi
AS,IN,India,Baripāda,21.93458,86.72852,116849,New Delhi
AS,IN,India,Bāri,26.64661,77.61634,62721,New Delhi
AS,IN,India,Barhiya,25.28814,86.02055,43045,New Delhi
AS,IN,India,Bārh,25.48339,85.70928,61470,New Delhi
AS,IN,India,Bargūr,12.54288,78.35735,16366,New Delhi
AS,IN,India,Bargi,22.99138,79.8755,17588,New Delhi
AS,IN,India,Bargarh,21.33348,83.61905,80625,New Delhi
AS,IN,India,Bareli,23.00445,78.2301,34663,New Delhi
AS,IN,India,Bareja,22.84863,72.59137,19690,New Delhi
AS,IN,India,Bareilly,28.36678,79.43167,745435,New Delhi
AS,IN,India,Bārdoli,21.12297,73.11151,60821,New Delhi
AS,IN,India,Barddhamān,23.25572,87.85691,301725,New Delhi
AS,IN,India,Bar Bigha,25.21855,85.7332,41758,New Delhi
AS,IN,India,Baraut,29.10199,77.26334,93544,New Delhi
AS,IN,India,Barauli,26.38109,84.58648,41877,New Delhi
AS,IN,India,Bārāsat,22.72154,88.48198,298127,New Delhi
AS,IN,India,Baranagar,22.64132,88.37727,260072,New Delhi
AS,IN,India,Bārān,25.1,76.51667,117992,New Delhi
AS,IN,India,Bāramūla,34.209,74.34285,77276,New Delhi
AS,IN,India,Bārāmati,18.15174,74.57767,54415,New Delhi
AS,IN,India,Bārākpur,22.76602,88.36336,148174,New Delhi
AS,IN,India,Bāpatla,15.90422,80.46743,70777,New Delhi
AS,IN,India,Bāonlī,26.32611,76.22829,15300,New Delhi
AS,IN,India,Bāola,22.82844,72.36364,42458,New Delhi
AS,IN,India,Banūr,30.55407,76.71948,18775,New Delhi
AS,IN,India,Bantvāl,12.8905,75.03489,40155,New Delhi
AS,IN,India,Bāntva,21.48815,70.07576,15291,New Delhi
AS,IN,India,Bānswāra,23.54109,74.4425,101017,New Delhi
AS,IN,India,Bānswāda,18.37725,77.88007,28384,New Delhi
AS,IN,India,Bānsi,27.17749,82.93442,39926,New Delhi
AS,IN,India,Bānsdīh,25.88377,84.21827,21457,New Delhi
AS,IN,India,Bānsbāria,22.95387,88.40098,108474,New Delhi
AS,IN,India,Bannūr,12.33295,76.86201,25455,New Delhi
AS,IN,India,Banmankhi,25.88857,87.19421,26806,New Delhi
AS,IN,India,Bānkura,23.23241,87.0716,133966,New Delhi
AS,IN,India,Bānki,20.37912,85.52953,17521,New Delhi
AS,IN,India,Bankāpur,14.92295,75.26221,22529,New Delhi
AS,IN,India,Bānka,24.88091,86.92257,45977,New Delhi
AS,IN,India,Bāngarmau,26.8912,80.21149,37425,New Delhi
AS,IN,India,Bangarapet,12.99116,78.17804,44849,New Delhi
AS,IN,India,Bangaon,25.86728,86.51152,60000,New Delhi
AS,IN,India,Bangaon,23.04553,88.83084,111693,New Delhi
AS,IN,India,Banganapalle,15.31771,78.22669,25325,New Delhi
AS,IN,India,Bengaluru,12.97194,77.59369,8495492,New Delhi
AS,IN,India,Banga,31.18874,75.99495,20906,New Delhi
AS,IN,India,Bandipura,34.41728,74.64308,37081,New Delhi
AS,IN,India,Bāndīkūi,27.05087,76.57325,44664,New Delhi
AS,IN,India,Bānda,25.47758,80.33491,152218,New Delhi
AS,IN,India,Banda,24.04488,78.96094,30923,New Delhi
AS,IN,India,Banat,29.46355,77.35478,21580,New Delhi
AS,IN,India,Bānapur,19.77889,85.17033,17499,New Delhi
AS,IN,India,Bāmor Kalān,24.89298,78.15105,27860,New Delhi
AS,IN,India,Bāmaur,26.33895,78.10104,32838,New Delhi
AS,IN,India,Balussheri,11.44738,75.82944,27363,New Delhi
AS,IN,India,Bālurghāt,25.22099,88.77732,153279,New Delhi
AS,IN,India,Bālugaon,20.17838,85.11327,17238,New Delhi
AS,IN,India,Bālugān,19.73333,85.21667,17645,New Delhi
AS,IN,India,Balrāmpur,27.42949,82.18545,77396,New Delhi
AS,IN,India,Balotra,25.83242,72.24,74496,New Delhi
AS,IN,India,Baloda Bāzār,21.65678,82.16062,26632,New Delhi
AS,IN,India,Balod,20.73081,81.20578,23648,New Delhi
AS,IN,India,Bāli,22.64859,88.34115,296973,New Delhi
AS,IN,India,Ballia,25.42139,86.31445,47550,New Delhi
AS,IN,India,Ballarpur,19.84696,79.34578,92146,New Delhi
AS,IN,India,Baliguda,20.19966,83.90938,16611,New Delhi
AS,IN,India,Bāli,25.19725,73.29117,19880,New Delhi
AS,IN,India,Balasore,21.49266,86.93348,144373,New Delhi
AS,IN,India,Balarāmpur,23.09714,86.22292,22847,New Delhi
AS,IN,India,Bālāpur,20.66612,76.77386,44594,New Delhi
AS,IN,India,Balāngīr,20.70419,83.49029,98238,New Delhi
AS,IN,India,Bālāghāt,21.8156,80.18845,84261,New Delhi
AS,IN,India,Bālāchor,31.06062,76.30166,21631,New Delhi
AS,IN,India,Bakhtiyārpur,25.46179,85.53179,34533,New Delhi
AS,IN,India,Bakhri,25.59889,86.26074,40043,New Delhi
AS,IN,India,Budge Budge,22.48275,88.18176,76837,New Delhi
AS,IN,India,Viratnagar,27.43538,76.18297,20568,New Delhi
AS,IN,India,Bairāgnia,26.74063,85.27323,42895,New Delhi
AS,IN,India,Byndoor,13.86667,74.63333,20323,New Delhi
AS,IN,India,Bail-Hongal,15.8137,74.85895,49182,New Delhi
AS,IN,India,Baikunthpur,23.26206,82.56051,28431,New Delhi
AS,IN,India,Baihar,22.10133,80.54967,16650,New Delhi
AS,IN,India,Baidyabāti,22.78498,88.32586,115504,New Delhi
AS,IN,India,Bahraigh,27.57429,81.59474,182218,New Delhi
AS,IN,India,Bahjoi,28.39502,78.62659,33752,New Delhi
AS,IN,India,Baheri,28.77416,79.4974,63953,New Delhi
AS,IN,India,Baharampur,24.10473,88.25155,180547,New Delhi
AS,IN,India,Bahadurgarh,28.69287,76.93555,170767,New Delhi
AS,IN,India,Bahādurganj,26.26172,87.82443,36993,New Delhi
AS,IN,India,Bāh,26.86912,78.59385,15359,New Delhi
AS,IN,India,Bagulā,23.33664,88.64109,20999,New Delhi
AS,IN,India,Bāghpat,28.94485,77.21865,41766,New Delhi
AS,IN,India,Bagdogra,26.69929,88.31177,17372,New Delhi
AS,IN,India,Bagha Purana,30.68809,75.09838,25206,New Delhi
AS,IN,India,Bāgepalli,13.78338,77.79667,27011,New Delhi
AS,IN,India,Bāgbahra,21.04606,82.3864,19529,New Delhi
AS,IN,India,Bagasra,21.48719,70.95516,34521,New Delhi
AS,IN,India,Bagar,28.18784,75.50012,15670,New Delhi
AS,IN,India,Bagalkot,16.18673,75.69614,111933,New Delhi
AS,IN,India,Bagaha,27.09918,84.09003,112634,New Delhi
AS,IN,India,Bagaha,24.52898,85.06019,91383,New Delhi
AS,IN,India,Badvel,14.7451,79.06288,70626,New Delhi
AS,IN,India,Badūria,22.74431,88.78655,49547,New Delhi
AS,IN,India,Bādshāhpur,28.39317,77.04919,15593,New Delhi
AS,IN,India,Badnāwar,23.02181,75.23268,20917,New Delhi
AS,IN,India,Badlapur,19.15516,73.26553,174226,New Delhi
AS,IN,India,Badgām,34.01524,74.72074,15338,New Delhi
AS,IN,India,Bādāmi,15.91495,75.67683,30943,New Delhi
AS,IN,India,Badagara,11.59776,75.58142,76493,New Delhi
AS,IN,India,Bada Barabīl,22.11186,85.38684,56870,New Delhi
AS,IN,India,Bachhraon,28.92694,78.23456,29232,New Delhi
AS,IN,India,Babrāla,28.26419,78.4056,16670,New Delhi
AS,IN,India,Bābra,21.84577,71.30544,25270,New Delhi
AS,IN,India,Babīna,25.23947,78.47028,35538,New Delhi
AS,IN,India,Baberu,25.54711,80.70443,15607,New Delhi
AS,IN,India,Bābai,22.70256,77.93494,16741,New Delhi
AS,IN,India,Azamgarh,26.06832,83.18358,116644,New Delhi
AS,IN,India,Ayyampettāi,10.90141,79.17984,16263,New Delhi
AS,IN,India,Ayodhya,26.79909,82.2047,53293,New Delhi
AS,IN,India,Ayakudi,10.44992,77.55198,27156,New Delhi
AS,IN,India,Avanigadda,16.02148,80.91808,25761,New Delhi
AS,IN,India,Avinashi,11.19297,77.26865,28868,New Delhi
AS,IN,India,Avadi,13.1147,80.10981,345996,New Delhi
AS,IN,India,Ausa,18.24728,76.4993,36118,New Delhi
AS,IN,India,Aurangābād,24.75204,84.3742,102244,New Delhi
AS,IN,India,Aurangabad,19.87757,75.34226,1175116,New Delhi
AS,IN,India,Auraiya,26.46517,79.50918,70508,New Delhi
AS,IN,India,Aurād,18.25397,77.41761,19849,New Delhi
AS,IN,India,Attur,11.59414,78.60143,61793,New Delhi
AS,IN,India,Attingal,8.69609,76.81507,37346,New Delhi
AS,IN,India,Attili,16.7,81.6,68196,New Delhi
AS,IN,India,Attibele,12.77809,77.77259,20532,New Delhi
AS,IN,India,Atraulī,28.02964,78.28571,47512,New Delhi
AS,IN,India,Atmakūr,15.88109,78.58704,35137,New Delhi
AS,IN,India,Adirampattinam,10.34059,79.37905,31066,New Delhi
AS,IN,India,Athani,16.72613,75.06421,47842,New Delhi
AS,IN,India,Āthagarh,20.51999,85.62965,17304,New Delhi
AS,IN,India,Atarra,25.28618,80.57155,46168,New Delhi
AS,IN,India,Āsind,25.7342,74.33278,16611,New Delhi
AS,IN,India,Āsika,19.61114,84.65998,21428,New Delhi
